day,code,block,return_pct,close_return,newhigh_vol_ratio,gap_pct
2024-02-19,000333,智能家居,1.16,1.82,1.224622210213298,-0.4950495049505021
2024-02-19,002043,智能家居,-0.5,0.3,0.9803275285090948,-0.2970297029702907
2024-02-19,002372,智能家居,0.75,-0.33,1.3707412729974793,-1.5384615384615294
2024-02-19,002508,智能家居,1.72,1.72,1.104504221241457,-0.3003003003003016
2024-02-19,600131,云计算,-1.34,-0.82,1.5412317822931714,-0.7580543272267797
2024-02-19,600597,数字经济,-0.55,-0.33,1.617515025352924,-0.43811610076671326
2024-02-19,600750,数字经济,5.45,6.62,0.9989272568856808,-0.485436893203881
2024-02-19,603816,智能家居,0.59,1.1,1.5155081041713354,-0.026939655172408438
2024-02-19,688169,智能家居,1.54,1.15,1.2983098536042712,-0.4116237635928094
2024-02-19,688188,软件,-1.97,-0.81,1.7603503469002264,-0.484104046242786
2024-02-20,300750,出海龙头,2.51,1.81,0.8647827161873379,-0.6000126318448916
2024-02-20,300866,智能家居,-0.78,-1.36,1.0302033953073668,-0.0969461948618496
2024-02-20,600499,出海龙头,0.98,0.44,1.0810834136990313,-1.1413520632133518
2024-02-20,601058,出海龙头,2.66,3.18,1.2909844815359344,-0.1516300227445002
2024-02-23,001323,智能家居,-0.1,-0.03,1.6684358892978817,-0.4441624365482252
2024-02-23,002003,出海龙头,-1.14,-1.43,1.895462119696084,-0.0950570342205303
2024-02-23,600398,体育产业,-0.86,-1.1,1.065974379097152,-0.49079754601228126
2024-02-26,600050,智能家居,3.18,2.11,1.2404481191561108,-0.4228329809725256
2024-03-04,600166,北京国企改革,1.81,1.8,1.4908509479464862,-0.7194244604316554
2024-03-05,002249,广东,2.09,1.67,1.804710497225621,-0.4166666666666578
2024-03-05,002625,广东,0.54,0.27,1.3438894853513792,-0.13377926421404399
2024-03-05,301029,广东,19.23,10.65,1.4940681983821082,-2.850712678169548
2024-03-05,600446,广东,0.08,-0.62,1.6482888653058678,-0.7751937984496096
2024-03-06,600332,创新药,0.1,0.0,1.1526828835906977,0.0
2024-03-06,688336,创新药,-1.23,-0.93,1.1452364438402025,0.0
2024-03-06,688578,创新药,-2.29,-3.24,1.2976456996895147,-1.0489510489510392
2024-03-07,000538,创新药,2.37,1.86,1.2379496558966214,-0.019743336623885513
2024-03-07,002653,创新药,1.51,1.35,0.9111725004848683,0.0
2024-03-07,002737,创新药,2.36,1.94,0.7859979942424241,-0.448262980948827
2024-03-07,300389,MLED,8.96,6.53,0.7988286119892195,-0.5675368898978514
2024-03-07,300576,OLED,0.99,1.55,0.832595338091262,-1.0362694300518096
2024-03-07,600066,出海龙头,0.85,0.91,1.532802523597619,0.0
2024-03-07,600132,高派息,-0.83,-1.2,1.572365926762971,-0.12292562999385111
2024-03-07,600285,创新药,0.67,0.81,0.9834665154278166,-0.09551098376313072
2024-03-07,600566,创新药,0.27,-0.45,1.135385051719295,-0.7205764611689245
2024-03-07,600707,OLED,3.16,3.3,1.1361086716541466,0.0
2024-03-07,600809,白酒,-0.3,-0.33,1.328562325949289,-0.24392295399108943
2024-03-07,601100,高派息,-0.23,-0.35,1.1447735241144872,-0.12319605772615327
2024-03-07,603529,高派息,2.45,1.38,1.3323802793273316,-1.014448201660001
2024-03-07,688336,创新药,1.46,1.07,0.7120011204655367,-0.29952931108258574
2024-03-07,688578,创新药,0.53,0.7,0.7629160347584405,-0.0722717417489789
2024-03-08,300795,跨境电商,-1.96,-1.79,0.7595314011634124,0.0
2024-03-11,002128,有色铝,-3.75,-3.34,1.1852914977594742,0.0
2024-03-11,002318,高派息,-2.34,-2.69,1.1475519636302747,-0.13003901170351598
2024-03-11,002867,广东,0.0,-0.21,1.057297367957034,-0.308800823468856
2024-03-11,600612,高派息,-0.36,-1.44,0.945203037202253,-1.2721311475409822
2024-03-11,601899,H股,-3.39,-3.36,1.2227835875305695,-0.7402422611036301
2024-03-12,000027,广东,0.75,1.35,1.422040866220011,0.0
2024-03-12,000630,有色金属,8.24,0.85,1.1472101534866497,-0.56497175141243
2024-03-12,300832,广东,0.96,0.41,1.784073985404052,-0.012362467548529009
2024-03-12,600012,H股,0.88,0.8,1.6855714733369915,-0.43827611395178034
2024-03-12,601717,H股,-1.63,-2.31,1.2811226627085126,-0.20352781546810964
2024-03-12,601991,H股,0.74,1.12,1.4178550921505224,0.0
2024-03-12,603365,高派息,-0.12,-0.42,1.1150614073110823,0.0
2024-03-12,688408,高派息,-1.68,-1.13,1.7053054751439891,-0.5133470225872689
2024-03-13,002851,广东,-0.91,-0.95,0.9028079328087548,-0.03963535473643108
2024-03-13,002865,H股,-3.95,-6.79,0.9569249858347019,-2.961935971767089
2024-03-13,300389,MLED,-0.54,-1.39,1.1807103442731508,-0.8574490889603437
2024-03-13,300602,广东,0.85,-1.43,1.6329928705176495,-1.7835909631391242
2024-03-13,300699,高派息,-1.37,-1.8,1.6028438666120894,-0.6126616746085763
2024-03-13,600210,高股息精选,0.21,0.0,1.0617185482909839,-0.20533880903490323
2024-03-13,600350,高股息精选,2.53,2.53,1.6994871793076431,0.0
2024-03-13,601000,高股息精选,2.13,2.13,1.916756014096629,-0.23640661938535873
2024-03-13,601163,高派息,-0.86,-1.23,1.2856923611252162,-0.06153846153847116
2024-03-13,601928,高派息,-2.78,-2.93,1.0953671048524398,-0.690250215703193
2024-03-13,603277,高派息,-0.25,-1.59,1.4679146843447353,-0.3170130327580129
2024-03-13,688408,高派息,-2.06,-2.72,0.9350952123376389,-1.069574247144342
2024-03-13,688525,广东,3.18,1.39,1.3758103769435552,-2.564612326043736
2024-03-14,000538,高派息,1.21,0.23,1.345576549888464,-0.3700818075574695
2024-03-14,002275,高股息精选,1.55,1.33,1.4625920804999037,-0.35112359550562294
2024-03-14,002319,广东,2.9,0.56,1.3659060435884018,-0.8409250175192657
2024-03-14,300322,广东,1.12,0.91,0.9131214490630194,-0.7099391480730253
2024-03-14,300699,高派息,0.94,0.69,0.9603419926338621,-0.17331022530329535
2024-03-14,300738,广东,2.13,0.0,1.3171940298024056,-0.10121457489880123
2024-03-14,300750,高派息,3.49,-1.53,0.8626173983757056,-0.09792720744247146
2024-03-14,300751,高派息,-2.42,-2.87,0.8966100373305262,-1.070135001646359
2024-03-14,300896,高派息,0.81,-0.55,1.0219648897413125,-0.5877880453854225
2024-03-14,301195,高派息,1.0,-0.59,1.375309610072541,-1.3408609738884976
2024-03-14,301413,广东,1.95,-0.47,1.0772522714652673,-1.074793875147238
2024-03-14,600133,沪股通,1.76,1.35,1.2072168346520664,-0.31872509960160095
2024-03-14,600436,沪股通,-0.24,-0.85,1.5100901797683668,-0.00848968503268963
2024-03-14,600438,沪股通,0.08,-0.64,0.8134378341824792,-0.337204945672536
2024-03-14,600452,沪股通,1.4,1.15,1.1189002098674308,0.0
2024-03-14,600458,沪股通,1.52,0.81,0.5529937058806483,-0.30211480362537124
2024-03-14,600519,沪股通,0.15,0.05,1.860652759163278,-0.24058766303746928
2024-03-14,600562,沪股通,1.37,1.06,1.9183303440426565,-0.45523520485584595
2024-03-14,600995,沪股通,0.9,0.4,1.0149756233884473,-0.4985044865403683
2024-03-14,601127,沪股通,4.57,-0.86,0.8044647534109782,-0.8056394763343376
2024-03-14,601222,沪股通,1.1,0.16,0.9051300726379271,-0.4672897196261721
2024-03-14,601928,沪股通,0.09,-0.44,0.7758735346944993,-0.5333333333333378
2024-03-14,603198,沪股通,-0.81,0.5,1.199995094697777,-0.07385524372230008
2024-03-14,603486,沪股通,0.0,-0.35,1.768730560622335,-0.2512562814070209
2024-03-14,688147,沪股通,1.62,-1.85,0.8489650200460294,-0.9103078982597147
2024-03-14,688535,沪股通,-0.57,-0.16,0.943385442714182,-0.1111111111111048
2024-03-14,688631,沪股通,13.95,10.06,1.4162888792779433,0.0
2024-03-15,002947,高派息,2.99,3.22,1.222354624950796,-0.3409795412275246
2024-03-15,603288,广东,-0.02,0.37,0.600100969936518,-0.02439024390243417
2024-03-15,688281,高派息,3.09,1.6,0.7563864572730393,-0.6851424172440452
2024-03-18,002959,广东,-1.03,-1.37,1.5741468529579952,-0.364836692147326
2024-03-19,000060,广东,2.15,-0.21,1.302840387229509,-0.852878464818764
2024-03-19,000630,固态电池,2.86,0.26,0.8683536632243163,-1.2853470437018062
2024-03-19,002532,有色金属,1.8,0.33,1.6801000214544948,-0.3257328990227944
2024-03-19,300762,智慧城市,0.28,-0.41,1.8703675901355266,-0.9621993127147805
2024-03-19,600219,有色金属,0.9,0.0,1.5038145518626762,-0.29940119760478406
2024-03-19,600595,有色金属,-0.3,-0.59,1.1928416216977593,-0.29498525073746995
2024-03-19,601212,有色金属,2.51,1.07,1.47445883784516,-0.35714285714284955
2024-03-19,601702,有色金属,-0.86,-1.24,1.5208818040702081,-0.053908355795156675
2024-03-19,601899,有色金属,3.65,-0.13,0.8324140116715358,-1.1590470057952333
2024-03-19,603859,换电,-1.0,-0.76,0.874682258782696,-0.4489603024574616
2024-03-19,688177,广东,-0.35,-0.51,0.7292077096959849,0.0
2024-03-20,300476,5G,-1.15,-2.07,1.083072903367508,-0.03828483920368132
2024-03-20,301391,广东,0.09,0.29,1.2352192820053758,-0.28695517294866185
2024-03-20,600066,智能交通,-0.81,-0.75,0.8701037675049447,-0.5894962486602328
2024-03-20,600428,广东,0.0,0.17,0.6712722857464258,-0.1724137931034446
2024-03-20,600595,有色金属,0.59,0.89,0.7990073563751949,0.0
2024-03-20,600894,广东,0.8,0.92,0.8706425155845388,-0.1144164759725376
2024-03-20,688100,智慧城市,-2.89,-3.48,0.7736388701713403,-0.6029049054535458
2024-03-21,000629,有色金属,-2.79,-2.77,1.4192479521207562,-0.6153846153846159
2024-03-21,000960,有色金属,-4.06,-5.19,1.4655383063861163,-0.7792207792207856
2024-03-21,002179,5G,3.06,2.22,1.33768380188232,-0.5540166204986229
2024-03-21,002414,国产芯片,-2.69,-3.18,1.9327776771008711,-0.509554140127389
2024-03-21,002600,5G,-1.93,-1.74,1.2488223042250968,-0.5226480836236976
2024-03-21,002859,固态电池,-1.35,-1.48,0.7704818408764907,0.0
2024-03-21,002913,5G,-0.94,-0.94,0.8627363752990171,-0.2681863895407251
2024-03-21,002916,5G,0.32,0.33,0.5474889803864421,0.0
2024-03-21,300045,国产芯片,-2.88,-3.84,1.2660462545920146,-0.9791921664626764
2024-03-21,300919,固态电池,-3.83,-4.32,0.687561403628719,-0.47445255474452197
2024-03-21,600301,有色金属,-3.31,-4.92,1.175749427501787,-1.3869625520110906
2024-03-21,600711,有色金属,-2.5,-2.7,1.1218310937943097,-0.9009009009009016
2024-03-21,601231,5G,-1.63,-1.56,1.74661524956282,-0.2711864406779603
2024-03-21,603496,5G,8.62,4.61,1.2820806397047873,-0.9740259740259762
2024-03-21,603568,有色金属,-2.2,-1.39,0.7798425782569393,-0.5347593582887586
2024-03-21,688127,5G,-1.26,-1.76,0.9012341596747439,-0.045146726862293506
2024-03-21,688205,5G,-2.95,-2.68,1.2517501859303346,-0.5515067953515878
2024-03-21,688334,固态电池,-0.69,-0.69,1.1303795757283206,-0.06249999999999867
2024-03-22,002074,固态电池,-2.88,-3.31,1.403504896430728,-0.44444444444444375
2024-03-22,002268,5G,-3.41,-3.48,1.0002302742418594,-0.7159904534606137
2024-03-22,002428,有色金属,-1.81,-1.9,0.866823484909071,-0.0862068965517223
2024-03-22,002533,5G,0.21,-1.15,1.8909604544130287,-0.6276150627615115
2024-03-22,002745,国产芯片,-1.79,-1.53,1.947303802297398,-0.2557544757033307
2024-03-22,002759,固态电池,0.99,0.78,0.6804265709874787,-1.1695906432748462
2024-03-22,300134,5G,-4.17,-4.14,1.1317147504551575,-0.6535947712418355
2024-03-22,300322,5G,-4.62,-4.58,1.8915721003509411,-0.8138351983723303
2024-03-22,300395,5G,-2.16,-2.16,1.3562378559398303,0.0
2024-03-22,300506,智慧城市,-6.26,-6.39,1.1067025636092,-0.9398496240601637
2024-03-22,300634,5G,-6.51,-6.09,1.3363328183932548,-0.702576112412188
2024-03-22,300939,5G,-6.36,-6.51,1.3382379854125745,-0.8664475649835648
2024-03-22,301153,智慧城市,-4.36,-4.29,1.114106132408809,-0.3010752688171953
2024-03-22,301251,5G,-5.94,-6.35,1.0433386173047923,-0.824175824175812
2024-03-22,600035,智能交通,0.95,0.47,0.93216182894522,-0.4728132387706964
2024-03-22,600105,5G,-3.07,-3.24,0.9027604530912283,-0.7619047619047626
2024-03-22,600877,5G,-2.44,-2.9,1.2601881339516028,-0.3921568627451036
2024-03-22,601231,5G,-3.52,-3.72,0.52589015643818,-0.34435261707988246
2024-03-22,688048,国产芯片,-8.55,-9.77,1.2707690682580193,-1.4576714632778942
2024-03-22,688088,国产芯片,-5.21,-5.25,1.4202667486816891,-1.4007140895358365
2024-03-22,688375,5G,-3.64,-4.03,1.006147440507052,-0.6900436558231362
2024-03-22,688456,有色金属,-4.27,-4.47,0.8683905534322309,-0.33003300330032953
2024-03-25,000969,5G,0.35,0.23,1.8963280031956171,-0.23174971031287772
2024-03-25,002023,5G,-0.44,0.0,1.3124005274676447,-0.10976948408342246
2024-03-25,002101,5G,0.23,0.6,1.251896561225841,-0.07513148009015617
2024-03-25,002115,5G,-2.31,-2.44,1.5053811322088848,-0.7633587786259515
2024-03-25,002407,固态电池,6.97,7.46,1.5077445336821567,-0.21520803443328096
2024-03-25,002428,有色金属,2.64,1.05,1.2208083289923777,0.0
2024-03-25,002978,有色金属,0.42,0.39,0.6494925032932138,0.0
2024-03-25,300212,城市大脑,-2.13,-3.08,0.8775007976781761,-1.2781954887218039
2024-03-25,300634,5G,-2.62,-4.29,0.7814233347464064,-1.147132169576062
2024-03-25,301251,5G,3.24,1.92,0.8143803272781288,-0.39113428943937745
2024-03-25,301500,有色金属,-0.27,-0.98,1.095452693260142,-0.6007646095030007
2024-03-25,600105,5G,-0.79,-1.57,0.8616936661398936,-0.590551181102367
2024-03-25,600206,5G,0.18,-0.27,0.9286145931057536,-0.6266786034019721
2024-03-25,600489,有色金属,0.92,0.0,1.6372667394146665,-0.1668056713928238
2024-03-25,600552,固态电池,4.33,3.8,1.5122305972007637,-0.6751054852320681
2024-03-25,600562,5G,-1.04,-1.4,1.9024360920223529,-0.6646971935007375
2024-03-25,603528,智能交通,-2.54,-3.29,1.1908881861237266,-1.3175230566534868
2024-03-25,688327,智能交通,-4.51,-5.27,1.0992026489923399,-0.14064697609002355
2024-03-25,688456,有色金属,-0.19,0.12,1.6824139375782787,-0.1151631477927107
2024-03-26,000555,5G,-3.65,-3.99,1.407600693193048,-0.08673026886383163
2024-03-26,000818,5G,-5.11,-4.77,0.8366100883899538,0.0
2024-03-26,000851,国产软件,-4.06,-4.25,1.8241211266187911,-0.19305019305018895
2024-03-26,002161,智慧城市,-4.12,-4.73,1.2142555525520318,0.0
2024-03-26,002238,5G,-7.92,-7.36,1.13685192417349,-0.7444168734491304
2024-03-26,002335,5G,-6.16,-7.0,1.9408716497679621,-0.933333333333337
2024-03-26,002413,5G,-4.91,-5.13,0.8871287791194258,0.0
2024-03-26,300252,5G,-5.8,-9.54,1.2773784082254593,-2.3307436182019874
2024-03-26,300302,数据安全,-5.04,-7.87,1.623109864019639,-1.6535433070866068
2024-03-26,300548,5G,-6.28,-7.38,1.7492335867881832,-0.6060606060606122
2024-03-26,300556,城市大脑,-9.2,-8.24,1.2871346537429014,-0.4777070063694307
2024-03-26,300645,国产软件,-4.17,-4.49,1.2209370131707555,-0.39603960396039933
2024-03-26,300711,5G,-1.78,-4.53,1.9518166882739505,0.0
2024-03-26,300846,数据安全,-7.42,-8.67,1.3323598927428357,-1.8404907975460003
2024-03-26,301169,城市大脑,-6.39,-6.79,1.5414101097662485,-0.4506760140210309
2024-03-26,600037,5G,-3.41,-3.55,1.6133726940374125,-0.2836879432624053
2024-03-26,600405,5G,-6.24,-6.86,1.476086363521615,0.0
2024-03-26,600562,5G,-2.25,-3.82,0.8347601398729351,-0.29962546816478763
2024-03-26,600880,智慧城市,-2.3,-2.51,1.3205358278846773,0.0
2024-03-26,600959,5G,-1.9,-2.22,1.9469099745689529,-0.31645569620253894
2024-03-26,601869,5G,-7.99,-8.75,0.9625282376459091,-0.8236101578586205
2024-03-26,603888,数据安全,-6.5,-6.52,1.74931196131628,-0.40485829959513314
2024-03-26,688031,国产软件,-10.31,-11.25,1.301958721670952,-0.9840098400983925
2024-03-26,688159,5G,-5.17,-6.0,1.3912984993381097,-1.381394344916902
2024-03-26,688292,5G,-6.08,-7.38,1.3751308728085694,-0.4728132387706755
2024-03-26,688316,国产软件,-8.37,-8.44,1.6329736776952088,-0.5275779376498944
2024-03-27,000933,有色铝,2.26,1.95,1.7948114999654743,0.0
2024-03-27,002017,5G,6.33,5.39,1.4673177743714678,-0.674157303370792
2024-03-27,002073,固态电池,2.13,1.67,1.4120153043307657,-0.30395136778116205
2024-03-27,002335,5G,2.19,3.12,1.0878027262504457,-0.03584229390680291
2024-03-27,002371,5G,-0.79,-0.6,0.8441424676584143,-0.006481931615633983
2024-03-27,002532,有色铝,3.71,3.06,1.4938844118514905,0.0
2024-03-27,300123,5G,5.18,4.96,1.8008030647539666,-0.7092198581560291
2024-03-27,300413,5G,1.24,1.33,0.9642000195897191,-0.20703933747410835
2024-03-27,300415,5G,5.07,3.57,1.4390067271781057,-0.1066666666666644
2024-03-27,300608,5G,4.14,4.3,1.3995854475450964,-0.08110300081102828
2024-03-27,300766,智能交通,3.32,3.47,1.6608810809494912,0.0
2024-03-27,301169,城市大脑,7.76,8.25,1.19815015865353,-0.026860059092124664
2024-03-27,301486,5G,5.45,5.58,1.2008167782290307,-1.3402680536107254
2024-03-27,600219,有色铝,2.42,2.12,1.4843771248636513,0.0
2024-03-27,600595,有色铝,4.62,3.38,1.6740223335365456,0.0
2024-03-27,600637,5G,2.41,2.55,1.1693666142662749,-0.2828854314002894
2024-03-27,688299,固态电池,5.13,3.63,1.8407550994692239,-0.09310986964618051
2024-03-28,603117,统一大市场,1.44,0.0,0.5205947996644793,-0.28735632183907434
2024-04-03,000157,固态电池,3.23,2.12,1.3724935025721126,-1.4150943396226532
2024-04-03,000988,柔性屏,-1.54,-2.5,1.7964390131741907,-0.7656065959952827
2024-04-03,003015,柔性屏,0.08,2.01,1.2147114836955963,-1.0896898575020872
2024-04-03,600552,固态电池,1.07,-1.76,1.2248898316207764,-2.8823058446757357
2024-04-03,603052,固态电池,-2.36,-4.75,1.0155541515417699,-2.455590386624863
2024-04-03,688150,柔性屏,-0.2,-1.02,1.331959306735419,-0.39005363237446045
2024-04-08,000969,固态电池,1.59,2.16,1.4574966046061872,-0.22701475595915266
2024-04-08,002598,固态电池,4.94,5.69,1.4518010765338911,-0.7972665148063612
2024-04-08,002709,固态电池,10.79,10.0,1.4019761302060254,-0.9126466753585434
2024-04-08,002733,固态电池,6.67,5.9,1.7680135017578744,-0.9838369641602288
2024-04-08,300263,有色金属,0.65,0.8,0.638155962070112,-0.48231511254018267
2024-04-08,300283,固态电池,5.99,6.88,1.4289465119680844,-0.7434944237918222
2024-04-08,300501,固态电池,6.26,7.08,1.8136973350800427,-0.6225680933852146
2024-04-08,300697,有色金属,1.84,0.44,1.0639409852463115,0.0
2024-04-08,300750,固态电池,0.06,0.72,0.8812838558075033,-0.3083247687564205
2024-04-08,300774,有色金属,1.15,0.69,0.9304842811642962,-0.914285714285715
2024-04-08,301358,固态电池,8.71,8.15,1.9388085590442918,-0.5184331797235016
2024-04-08,301511,固态电池,28.3,20.01,1.9226270977236,-0.574204946996462
2024-04-08,601515,固态电池,7.18,6.38,1.716247917203219,-0.5102040816326535
2024-04-08,601598,统一大市场,-0.33,-0.16,0.7146967505271811,-0.16366612111294065
2024-04-08,603611,统一大市场,2.96,2.75,0.5781749426289281,0.0
2024-04-09,000039,统一大市场,0.33,0.33,1.830054008718454,-0.4347826086956429
2024-04-09,000582,统一大市场,-0.49,-0.74,0.7313536550161377,-0.24509803921568107
