group,trades,avg_limit_up,win_rate,avg_ret,total_ret,max_dd,final_nav
A.基线(全部),104816,0.2068291100595329,47.18268203327736,0.11895855594565713,21.4974464025371,35.48853179012973,1.214974464025371
B.涨停最多Top2,1051,2.950523311132255,39.20076117982874,-0.5604567078972407,-97.49036012666824,97.49456013956906,0.025096398733317638
C.涨停最少Bot2,1051,0.0019029495718363464,45.38534728829686,0.05707897240723123,7.61712183006511,40.93223205094324,1.076171218300651
D.无涨停(0次),89251,0.0,47.906466033994015,0.16891945188289206,75.12152639915959,23.644070693679257,1.7512152639915959
