day,code,buy_price,sell_price,return_pct
2024-05-20,000001,11.53,11.56,0.26
2025-06-30,000001,12.17,12.31,1.15
2025-07-08,000001,12.84,12.82,-0.16
2024-02-26,000002,10.19,9.94,-2.45
2024-02-28,000002,10.16,9.85,-3.05
2024-03-04,000002,9.7,9.32,-3.92
2024-03-06,000002,9.45,9.31,-1.48
2024-03-07,000002,9.37,9.21,-1.71
2024-03-08,000002,9.24,9.29,0.54
2024-03-13,000002,9.87,9.64,-2.33
2024-03-19,000002,9.43,9.3,-1.38
2024-03-22,000002,9.37,9.28,-0.96
2024-04-19,000002,6.85,6.67,-2.63
2024-05-08,000002,7.49,7.24,-3.34
2024-05-13,000002,7.49,7.42,-0.93
2025-02-25,000002,7.86,7.71,-1.91
2025-02-28,000002,8.03,7.75,-3.49
2025-03-10,000002,7.57,7.4,-2.25
2025-03-13,000002,7.44,7.37,-0.94
2025-03-17,000002,7.73,7.57,-2.07
2025-03-18,000002,7.59,7.49,-1.32
2025-03-19,000002,7.52,7.45,-0.93
2025-03-20,000002,7.49,7.4,-1.2
2025-05-15,000002,6.92,6.8,-1.73
2025-06-26,000002,6.44,6.39,-0.78
2025-07-04,000002,6.52,6.44,-1.23
2025-07-14,000002,6.79,6.64,-2.21
2025-07-23,000002,6.83,6.7,-1.9
2025-07-31,000002,6.68,6.44,-3.59
2025-08-08,000002,6.47,6.48,0.15
2025-08-13,000002,6.5,6.46,-0.62
2025-08-14,000002,6.55,6.43,-1.83
2025-08-19,000002,6.61,6.52,-1.36
2025-08-27,000002,7.01,6.75,-3.71
2025-10-27,000002,6.38,6.32,-0.94
2025-10-28,000002,6.33,6.26,-1.11
2025-10-30,000002,6.32,6.24,-1.27
2026-01-07,000002,4.86,4.73,-2.67
2026-01-12,000002,4.93,4.87,-1.22
2026-01-13,000002,4.97,4.82,-3.02
2026-01-14,000002,4.85,4.71,-2.89
2024-03-06,000003,265.98,264.2,-0.67
2024-10-09,000003,277.37,273.95,-1.23
2025-08-29,000004,11.85,10.86,-8.35
2024-05-27,000007,4.73,4.93,4.23
2025-11-04,000007,8.83,8.89,0.68
2024-02-28,000009,12.25,11.53,-5.88
2024-03-04,000009,12.08,11.74,-2.81
2024-03-05,000009,11.74,11.44,-2.56
2024-03-07,000009,11.55,11.26,-2.51
2024-03-12,000009,11.87,11.67,-1.68
2024-03-13,000009,11.68,11.39,-2.48
2024-03-19,000009,11.4,11.32,-0.7
2024-03-20,000009,11.35,11.33,-0.18
2024-04-19,000009,10.58,10.27,-2.93
2024-04-30,000009,10.66,10.69,0.28
2024-05-08,000009,10.7,10.65,-0.47
2024-05-10,000009,10.81,10.54,-2.5
2024-05-13,000009,10.58,10.5,-0.76
2024-05-21,000009,10.4,10.27,-1.25
2025-02-25,000009,8.77,8.69,-0.91
2025-02-27,000009,8.91,8.73,-2.02
2025-02-28,000009,8.77,8.63,-1.6
2025-03-12,000009,8.64,8.56,-0.93
2025-03-13,000009,8.61,8.5,-1.28
2025-03-17,000009,8.71,8.68,-0.34
2025-03-18,000009,8.72,8.64,-0.92
2025-03-19,000009,8.64,8.56,-0.93
2025-06-27,000009,9.04,8.8,-2.65
2025-07-04,000009,9.02,8.89,-1.44
2025-07-09,000009,8.92,8.76,-1.79
2025-07-14,000009,8.92,8.85,-0.78
2025-07-21,000009,8.85,8.79,-0.68
2025-07-23,000009,9.06,8.9,-1.77
2025-07-30,000009,9.29,9.13,-1.72
2025-07-31,000009,9.25,9.08,-1.84
2025-08-13,000009,9.22,9.12,-1.08
2025-08-14,000009,9.13,8.92,-2.3
2025-08-19,000009,9.43,9.31,-1.27
2025-08-26,000009,9.6,9.55,-0.52
2025-08-27,000009,9.7,9.39,-3.2
2025-09-18,000009,10.74,10.41,-3.07
2025-09-19,000009,10.56,10.42,-1.33
2025-09-30,000009,12.79,12.57,-1.72
2025-10-09,000009,12.75,12.46,-2.27
2025-10-10,000009,12.53,11.66,-6.94
2025-12-29,000009,10.21,9.92,-2.84
2026-01-07,000009,10.27,10.03,-2.34
2026-01-12,000009,10.29,10.26,-0.29
2026-01-13,000009,10.34,10.08,-2.51
2024-03-05,000010,2.32,2.25,-3.02
2024-03-07,000010,2.39,2.28,-4.6
2024-04-19,000010,1.92,1.88,-2.08
2024-05-08,000010,2.05,1.98,-3.41
2024-05-10,000010,2.03,1.95,-3.94
2024-05-13,000010,1.97,1.87,-5.08
2024-05-20,000010,2.07,2.04,-1.45
2024-05-21,000010,2.04,1.95,-4.41
2025-03-18,000010,3.1,3.06,-1.29
2025-05-15,000010,2.9,2.84,-2.07
2025-07-25,000010,3.59,3.41,-5.01
2025-07-30,000010,3.46,3.44,-0.58
2025-08-28,000010,4.77,4.69,-1.68
2025-09-19,000010,4.8,4.64,-3.33
2025-09-26,000010,4.33,4.21,-2.77
2025-11-19,000010,3.8,3.82,0.53
2024-02-28,000011,8.66,8.16,-5.77
2024-03-04,000011,8.4,8.17,-2.74
2024-03-13,000011,8.5,8.3,-2.35
2024-03-19,000011,8.4,8.33,-0.83
2024-03-22,000011,8.37,8.2,-2.03
2024-04-30,000011,8.57,8.6,0.35
2024-05-07,000011,8.98,8.52,-5.12
2024-05-20,000011,9.3,9.04,-2.8
2024-10-08,000011,10.78,9.35,-13.27
2024-10-09,000011,9.35,8.66,-7.38
2025-02-18,000011,8.59,8.27,-3.73
2025-02-25,000011,8.43,8.3,-1.54
2025-02-28,000011,8.48,8.3,-2.12
2025-03-18,000011,8.55,8.45,-1.17
2025-07-11,000011,9.1,8.91,-2.09
2025-07-14,000011,8.96,8.85,-1.23
2025-07-18,000011,8.73,8.7,-0.34
2025-07-23,000011,8.84,8.68,-1.81
2025-07-25,000011,8.86,8.79,-0.79
2025-07-28,000011,8.9,8.78,-1.35
2025-07-30,000011,8.89,8.8,-1.01
2025-07-31,000011,8.8,8.45,-3.98
2025-08-18,000011,10.45,10.32,-1.24
2025-08-19,000011,10.5,10.12,-3.62
2025-08-22,000011,9.58,9.43,-1.57
2025-09-02,000011,9.14,9.0,-1.53
2025-09-03,000011,9.03,8.82,-2.33
2025-09-15,000011,9.22,9.14,-0.87
2025-09-18,000011,9.34,9.16,-1.93
2025-10-09,000011,9.33,9.11,-2.36
2026-01-07,000011,9.1,8.94,-1.76
2026-01-12,000011,9.11,9.03,-0.88
2026-01-13,000011,9.09,8.89,-2.2
2026-01-14,000011,8.96,8.74,-2.46
2026-01-15,000011,8.85,8.8,-0.56
2024-05-21,000012,5.94,5.92,-0.34
2024-01-08,000015,2903.53,2894.33,-0.32
2025-11-11,000015,3205.62,3208.38,0.09
2024-03-07,000016,3.35,3.26,-2.69
2024-04-19,000016,3.01,2.93,-2.66
2024-04-30,000016,3.12,3.1,-0.64
2024-05-10,000016,3.11,3.04,-2.25
2024-05-13,000016,3.05,2.99,-1.97
2024-05-20,000016,3.05,2.97,-2.62
2024-05-21,000016,2.98,2.9,-2.68
2025-03-20,000016,5.24,5.13,-2.1
2025-05-13,000016,5.47,5.27,-3.66
2025-05-15,000016,5.38,5.2,-3.35
2025-07-07,000016,5.3,5.22,-1.51
2025-07-14,000016,5.4,5.15,-4.63
2025-07-31,000016,4.99,4.83,-3.21
2025-08-15,000016,5.46,5.36,-1.83
2025-09-03,000016,5.65,5.41,-4.25
2025-10-10,000016,5.41,5.09,-5.91
2025-10-28,000016,5.82,5.63,-3.26
2026-01-07,000016,5.19,5.06,-2.5
2024-03-04,000017,10.65,10.14,-4.79
2024-03-06,000017,10.35,9.77,-5.6
2024-03-08,000017,10.27,9.82,-4.38
2024-03-12,000017,9.92,9.65,-2.72
2024-03-22,000017,10.36,9.26,-10.62
2024-04-30,000017,7.49,7.21,-3.74
2024-05-10,000017,7.8,7.27,-6.79
2024-05-13,000017,7.29,7.07,-3.02
2024-05-21,000017,7.43,7.17,-3.5
2024-10-08,000017,7.28,6.8,-6.59
2024-10-09,000017,6.84,6.1,-10.82
2025-02-24,000017,5.82,5.69,-2.23
2025-02-28,000017,5.74,5.51,-4.01
2025-03-19,000017,6.66,6.5,-2.4
2025-03-20,000017,6.74,6.35,-5.79
2025-05-15,000017,6.46,6.33,-2.01
2025-06-25,000017,6.57,6.45,-1.83
2025-06-26,000017,6.47,6.36,-1.7
2025-07-04,000017,6.48,6.23,-3.86
2025-07-09,000017,6.44,6.36,-1.24
2025-07-22,000017,6.47,6.43,-0.62
2025-07-23,000017,6.46,6.37,-1.39
2025-07-31,000017,6.29,6.18,-1.75
2025-08-13,000017,6.68,6.53,-2.25
2025-08-14,000017,6.6,6.4,-3.03
2025-08-21,000017,6.88,6.73,-2.18
2025-08-25,000017,6.87,6.7,-2.47
2025-08-27,000017,6.76,6.5,-3.85
2025-09-15,000017,7.15,7.21,0.84
2025-10-27,000017,6.89,6.75,-2.03
2025-10-29,000017,6.8,6.79,-0.15
2025-10-30,000017,6.84,6.75,-1.32
2026-01-07,000017,8.0,7.82,-2.25
2026-01-13,000017,8.26,8.01,-3.03
2026-01-14,000017,8.09,7.9,-2.35
2026-01-15,000017,7.92,7.78,-1.77
2024-01-29,000019,7.43,7.14,-3.9
2024-01-30,000019,7.26,6.89,-5.1
2024-02-20,000019,6.84,6.61,-3.36
2024-03-08,000019,6.64,6.53,-1.66
2024-04-02,000019,6.76,6.66,-1.48
2024-04-16,000019,6.37,5.99,-5.97
2024-05-07,000019,6.7,6.65,-0.75
2024-05-13,000019,6.75,6.69,-0.89
2024-10-08,000019,7.42,6.83,-7.95
2024-10-09,000019,6.83,6.45,-5.56
2025-03-18,000019,6.63,6.6,-0.45
2025-03-20,000019,6.6,6.58,-0.3
2025-05-13,000019,6.75,6.71,-0.59
2025-07-23,000019,7.01,6.89,-1.71
2025-08-22,000019,7.07,6.97,-1.41
2025-08-27,000019,7.09,6.94,-2.12
2025-10-16,000019,6.85,6.78,-1.02
2025-10-28,000019,7.04,6.93,-1.56
2025-11-13,000019,7.31,7.26,-0.68
2025-12-29,000019,7.14,7.09,-0.7
2026-01-07,000019,7.0,6.88,-1.71
2026-01-14,000019,7.01,6.88,-1.85
2025-02-28,000021,21.2,20.01,-5.61
2025-08-13,000021,19.41,19.05,-1.85
2025-08-20,000021,20.67,20.48,-0.92
2025-08-27,000021,22.15,22.08,-0.32
2025-09-23,000021,23.28,25.0,7.39
2024-01-30,000025,17.8,15.7,-11.8
2025-05-21,000026,13.18,13.12,-0.46
2024-04-12,000027,7.4,7.41,0.14
2025-08-12,000027,6.7,6.75,0.75
2025-08-14,000027,6.8,6.93,1.91
2024-02-19,000028,31.43,31.79,1.15
2024-05-08,000028,37.0,36.69,-0.84
2025-05-12,000029,17.19,17.25,0.35
2025-08-19,000029,25.44,26.2,2.99
2025-08-21,000029,26.5,27.52,3.85
2024-04-30,000030,5.84,5.87,0.51
2024-05-08,000030,5.84,5.86,0.34
2026-01-13,000032,23.01,22.49,-2.26
2025-09-03,000035,4.54,4.59,1.1
2025-09-30,000035,5.44,5.74,5.51
2026-02-26,000035,6.53,7.71,18.07
2024-05-14,000036,3.32,3.27,-1.51
2024-05-20,000036,3.5,3.49,-0.29
2024-10-18,000036,4.02,4.09,1.74
2025-08-13,000036,3.97,4.08,2.77
2025-08-22,000036,4.5,4.6,2.22
2024-01-26,000037,9.81,10.72,9.28
2024-02-19,000039,8.83,8.87,0.45
2024-10-09,000039,9.0,8.8,-2.22
2025-12-26,000039,9.69,9.44,-2.58
2024-12-10,000042,5.79,5.81,0.35
2025-07-17,000042,8.44,8.41,-0.36
2025-08-20,000042,9.41,9.43,0.21
2026-02-05,000042,9.11,9.23,1.32
2026-02-10,000042,9.42,9.52,1.06
2024-03-13,000043,1911.3,1894.53,-0.88
2024-04-19,000043,1915.62,1897.56,-0.94
2024-04-30,000043,1934.22,1932.08,-0.11
2024-05-21,000043,1962.1,1960.48,-0.08
2025-03-18,000043,2170.97,2173.32,0.11
2025-07-07,000043,2206.68,2214.78,0.37
2025-08-26,000043,2553.23,2507.06,-1.81
2025-09-19,000043,2563.27,2565.09,0.07
2024-03-06,000044,3547.59,3509.15,-1.08
2024-04-30,000044,3595.71,3607.09,0.32
2024-05-08,000044,3606.9,3629.93,0.64
2025-07-09,000044,4156.11,4142.15,-0.34
2025-08-19,000044,4338.03,4378.6,0.94
2025-08-26,000044,4526.64,4426.59,-2.21
2025-10-28,000044,4700.5,4718.0,0.37
2025-09-25,000045,12.6,12.31,-2.3
2024-12-05,000048,19.09,18.7,-2.04
2024-12-09,000048,18.7,17.99,-3.8
2025-09-08,000049,26.35,26.3,-0.19
2024-11-01,000050,9.23,8.94,-3.14
2025-08-08,000050,9.45,9.69,2.54
2024-09-02,000058,6.1,7.01,14.92
2025-08-08,000058,9.14,9.31,1.86
2025-09-29,000058,9.73,9.78,0.51
2025-05-22,000059,5.63,5.59,-0.71
2025-03-21,000060,5.06,5.07,0.2
2025-07-23,000060,5.04,5.07,0.6
2025-10-10,000060,6.05,6.21,2.64
2026-01-27,000060,8.15,9.0,10.43
2025-07-29,000061,6.74,6.7,-0.59
2024-12-27,000063,40.99,40.81,-0.44
2025-01-20,000063,42.17,42.32,0.36
2025-07-14,000063,33.49,33.68,0.57
2025-07-16,000063,33.85,34.64,2.33
2025-07-25,000063,34.65,34.13,-1.5
2025-07-30,000063,35.1,34.23,-2.48
2025-10-15,000063,51.68,53.4,3.33
2024-10-09,000065,11.0,10.7,-2.73
2025-11-27,000065,12.65,12.38,-2.13
2026-03-06,000065,13.63,13.78,1.1
2026-03-11,000065,13.2,13.32,0.91
2024-11-08,000078,3.07,3.11,1.3
2025-08-04,000078,2.83,2.81,-0.71
2025-05-16,000088,5.17,5.45,5.42
2025-08-06,000089,7.24,7.24,0.0
2025-08-11,000089,7.27,7.23,-0.55
2024-10-24,000096,11.68,11.5,-1.54
2024-10-29,000096,12.09,12.2,0.91
2024-10-31,000096,12.3,11.99,-2.52
2024-11-07,000096,12.79,12.83,0.31
2024-10-29,000099,22.73,25.39,11.7
2025-08-19,000099,23.78,23.84,0.25
2024-01-02,000100,4.3,4.25,-1.16
2024-01-04,000100,4.25,4.25,0.0
2024-03-04,000100,4.85,4.78,-1.44
2025-07-16,000100,4.53,4.56,0.66
2025-07-18,000100,4.6,4.62,0.43
2025-12-09,000100,4.52,4.48,-0.88
2024-05-07,000122,1660.9,1667.7,0.41
2025-07-29,000122,1608.77,1608.33,-0.03
2025-08-22,000122,1630.78,1631.12,0.02
2024-10-09,000151,12.55,12.92,2.95
2026-01-27,000151,13.66,13.49,-1.24
2025-03-31,000153,6.34,6.39,0.79
2025-11-14,000155,13.0,13.45,3.46
2024-02-07,000157,7.83,7.76,-0.89
2024-04-03,000157,8.5,8.63,1.53
2024-04-09,000157,8.78,8.74,-0.46
2024-04-12,000157,9.18,9.18,0.0
2024-04-16,000157,9.23,9.3,0.76
2025-02-28,000157,8.25,8.02,-2.79
2026-02-25,000157,10.0,9.99,-0.1
2024-02-28,000159,5.41,4.81,-11.09
2024-03-04,000159,5.23,5.13,-1.91
2024-03-06,000159,5.24,5.13,-2.1
2024-03-19,000159,5.76,5.64,-2.08
2024-04-30,000159,5.81,5.86,0.86
2024-05-08,000159,5.92,5.82,-1.69
2024-05-10,000159,5.92,5.9,-0.34
2024-05-13,000159,5.9,5.7,-3.39
2024-05-21,000159,5.87,5.71,-2.73
2024-09-27,000159,6.6,6.5,-1.52
2024-10-08,000159,7.62,7.16,-6.04
2024-10-09,000159,7.47,6.78,-9.24
2025-02-25,000159,5.58,5.51,-1.25
2025-02-28,000159,5.66,5.47,-3.36
2025-03-07,000159,5.54,5.42,-2.17
2025-03-13,000159,5.39,5.35,-0.74
2025-05-15,000159,5.47,5.38,-1.65
2025-06-27,000159,5.77,5.67,-1.73
2025-06-30,000159,5.69,5.66,-0.53
2025-07-04,000159,5.68,5.56,-2.11
2025-07-09,000159,5.87,5.78,-1.53
2025-07-11,000159,5.84,5.79,-0.86
2025-07-14,000159,5.84,5.77,-1.2
2025-07-22,000159,5.92,5.91,-0.17
2025-07-23,000159,5.93,5.82,-1.85
2025-07-25,000159,6.03,5.86,-2.82
2025-07-28,000159,5.88,5.82,-1.02
2025-07-29,000159,5.87,5.78,-1.53
2025-07-31,000159,5.82,5.61,-3.61
2025-08-13,000159,5.98,5.89,-1.51
2025-08-14,000159,5.9,5.72,-3.05
2025-08-22,000159,6.03,5.99,-0.66
2025-08-26,000159,6.06,6.02,-0.66
2025-08-27,000159,6.03,5.82,-3.48
2025-09-03,000159,5.77,5.53,-4.16
2025-09-19,000159,5.77,5.67,-1.73
2025-10-30,000159,6.16,6.01,-2.44
2026-01-07,000159,5.91,5.8,-1.86
2026-01-13,000159,6.44,6.23,-3.26
2026-01-15,000159,6.27,6.21,-0.96
2024-04-30,000166,4.77,4.68,-1.89
2025-07-25,000166,5.51,5.43,-1.45
2024-03-13,000300,3594.42,3554.91,-1.1
2024-04-30,000300,3630.71,3657.0,0.72
2024-05-15,000300,3656.53,3638.56,-0.49
2024-05-21,000300,3684.61,3672.84,-0.32
2025-06-26,000300,3964.48,3920.31,-1.11
2025-07-07,000300,3979.75,3997.5,0.45
2025-07-14,000300,4034.92,4019.39,-0.38
2025-08-19,000300,4264.23,4284.37,0.47
2025-08-26,000300,4476.8,4378.04,-2.21
2025-09-26,000300,4597.85,4629.9,0.7
2026-01-08,000300,4765.49,4769.65,0.09
2025-12-25,000301,10.6,10.67,0.66
2024-01-25,000333,57.49,57.9,0.71
2024-05-10,000333,72.33,72.68,0.48
2024-10-09,000333,79.32,78.0,-1.66
2025-09-04,000333,76.0,76.67,0.88
2024-04-03,000338,17.84,17.8,-0.22
2025-02-24,000338,15.69,15.63,-0.38
2025-02-28,000338,16.08,15.63,-2.8
2026-01-20,000338,22.19,22.59,1.8
2026-02-13,000338,27.68,29.39,6.18
2024-03-19,000400,25.65,25.21,-1.72
2024-05-29,000400,30.3,30.11,-0.63
2025-09-11,000402,3.2,3.29,2.81
2025-09-15,000402,3.34,3.34,0.0
2025-06-18,000407,3.69,3.63,-1.63
2024-02-27,000408,28.0,27.5,-1.79
2025-02-21,000408,33.64,33.01,-1.87
2025-03-13,000408,37.6,36.8,-2.13
2025-06-13,000408,41.08,40.83,-0.61
2025-07-23,000408,47.29,47.95,1.4
2025-12-09,000408,69.31,70.8,2.15
2025-12-12,000408,73.88,72.72,-1.57
2025-12-16,000408,74.32,74.6,0.38
2025-08-28,000410,6.98,7.21,3.3
2025-11-05,000410,7.87,7.91,0.51
2025-11-11,000410,8.41,8.66,2.97
2025-07-15,000411,11.07,11.2,1.17
2025-07-31,000411,11.27,11.15,-1.06
2025-08-07,000411,11.27,11.26,-0.09
2024-07-22,000415,2.71,2.61,-3.69
2025-07-25,000415,3.74,3.7,-1.07
2024-10-09,000417,5.14,5.15,0.19
2024-12-05,000417,6.6,6.58,-0.3
2024-12-13,000417,7.18,7.01,-2.37
2025-12-05,000417,8.09,8.07,-0.25
2024-12-05,000419,5.95,5.91,-0.67
2024-12-13,000419,6.48,6.54,0.93
2024-11-01,000420,4.11,4.05,-1.46
2024-11-08,000421,6.17,6.16,-0.16
2025-03-19,000422,13.85,13.57,-2.02
2025-09-11,000422,15.1,14.95,-0.99
2026-01-27,000422,16.88,17.22,2.01
2026-03-05,000422,18.29,19.15,4.7
2026-03-10,000422,17.92,18.77,4.74
2024-04-02,000423,63.72,63.83,0.17
2026-02-06,000423,56.29,56.4,0.2
2024-02-20,000425,6.18,6.09,-1.46
2024-03-05,000425,6.24,6.36,1.92
2024-04-03,000425,6.59,6.71,1.82
2024-04-12,000425,7.19,7.27,1.11
2024-04-16,000425,7.27,7.43,2.2
2024-05-08,000425,7.45,7.97,6.98
2024-10-09,000425,7.95,7.6,-4.4
2025-08-29,000425,9.72,9.89,1.75
2025-09-02,000425,9.92,10.02,1.01
2025-09-04,000425,10.08,9.86,-2.18
2026-02-13,000425,12.09,12.78,5.71
2024-05-15,000426,14.08,13.71,-2.63
2025-03-13,000426,13.83,13.99,1.16
2025-09-23,000426,27.75,27.78,0.11
2025-09-25,000426,27.81,29.44,5.86
2026-01-19,000426,51.88,51.71,-0.33
2025-09-17,000428,4.13,4.03,-2.42
2026-02-10,000428,3.98,3.96,-0.5
2025-11-07,000430,8.75,8.99,2.74
2025-08-11,000488,2.35,2.29,-2.55
2026-02-24,000488,2.31,2.42,4.76
2024-10-09,000498,6.25,6.06,-3.04
2026-01-14,000501,11.03,10.71,-2.9
2025-08-20,000503,11.11,10.92,-1.71
2024-10-30,000504,10.6,10.27,-3.11
2025-08-07,000504,11.53,12.2,5.81
2025-04-11,000505,6.85,7.21,5.26
2025-11-06,000505,7.19,7.03,-2.23
2025-11-19,000505,7.39,7.7,4.19
2024-04-01,000506,4.36,4.68,7.34
2025-04-30,000506,6.89,6.9,0.15
2025-07-09,000506,10.71,10.81,0.93
2026-01-16,000506,15.06,16.5,9.56
2025-05-16,000507,5.87,6.4,9.03
2025-11-06,000510,6.23,6.43,3.21
2025-11-10,000510,6.59,6.6,0.15
2025-11-12,000510,6.64,6.73,1.36
2026-01-20,000510,17.38,18.53,6.62
2024-02-19,000513,37.6,37.79,0.51
2024-05-07,000513,40.88,40.5,-0.93
2025-06-06,000513,36.85,38.25,3.8
2024-05-20,000514,3.9,4.4,12.82
2025-07-22,000516,5.44,5.45,0.18
2024-12-06,000518,3.66,3.8,3.83
2026-03-03,000519,20.98,20.36,-2.96
2024-10-09,000520,2.78,2.75,-1.08
2024-02-19,000521,8.25,8.58,4.0
2024-12-13,000523,3.65,3.58,-1.92
2026-03-11,000524,13.45,13.31,-1.04
2024-03-27,000525,9.13,9.13,0.0
2024-08-21,000525,8.79,8.73,-0.68
2024-11-06,000525,10.12,10.33,2.08
2025-03-28,000525,6.36,6.43,1.1
2025-06-11,000525,8.58,8.27,-3.61
2025-06-16,000525,8.67,9.81,13.15
2024-04-09,000528,9.45,9.77,3.39
2024-06-11,000528,11.53,11.44,-0.78
2025-12-08,000528,12.85,12.41,-3.42
2025-04-11,000529,6.35,6.32,-0.47
2025-10-24,000530,6.9,6.81,-1.3
2025-03-11,000531,6.67,6.65,-0.3
2025-07-11,000531,6.92,6.83,-1.3
2025-11-03,000531,7.1,7.05,-0.7
2025-11-06,000531,7.38,7.3,-1.08
2024-01-04,000532,12.39,12.46,0.56
2024-11-11,000534,12.75,12.45,-2.35
2025-02-21,000534,15.55,15.32,-1.48
2025-02-25,000534,15.48,15.17,-2.0
2025-02-28,000534,16.0,15.9,-0.62
2025-03-10,000534,16.54,16.99,2.72
2026-02-11,000534,33.29,34.9,4.84
2026-02-13,000534,35.22,35.9,1.93
2026-02-25,000534,36.86,38.89,5.51
2025-08-06,000536,4.81,5.1,6.03
2024-06-14,000537,11.4,11.17,-2.02
2026-02-13,000537,8.77,8.79,0.23
2024-03-11,000538,51.97,52.01,0.08
2024-03-13,000538,52.18,51.15,-1.97
2024-05-07,000538,57.25,56.54,-1.24
2025-04-23,000538,58.22,58.46,0.41
2025-03-10,000541,6.46,6.55,1.39
2025-08-20,000541,7.14,7.16,0.28
2024-01-08,000543,7.23,7.2,-0.41
2024-04-09,000543,8.7,8.5,-2.3
2024-07-02,000543,9.24,9.17,-0.76
2024-11-08,000544,9.6,9.79,1.98
2024-01-10,000546,9.46,9.32,-1.48
2025-11-14,000546,5.87,6.91,17.72
2024-10-30,000547,8.4,8.41,0.12
2024-11-07,000547,9.1,9.13,0.33
2025-08-07,000547,8.56,8.54,-0.23
2025-07-18,000548,5.66,5.63,-0.53
2024-02-28,000550,25.35,27.5,8.48
2025-03-11,000551,13.24,13.16,-0.6
2024-05-30,000552,3.79,3.86,1.85
2025-10-22,000552,2.7,2.72,0.74
2026-02-26,000552,2.59,2.69,3.86
2026-03-10,000552,2.79,2.82,1.08
2024-10-31,000554,6.38,6.4,0.31
2024-11-05,000554,6.7,6.69,-0.15
2025-06-11,000554,6.46,6.88,6.5
2026-01-27,000554,7.78,8.04,3.34
2024-10-28,000555,11.98,13.24,10.52
2024-11-13,000555,13.04,12.48,-4.29
2025-07-22,000557,5.64,5.54,-1.77
2025-04-11,000558,4.24,4.62,8.96
2024-04-16,000559,5.3,6.1,15.09
2024-09-23,000559,5.0,5.05,1.0
2026-01-13,000561,14.0,13.07,-6.64
2025-06-26,000563,3.68,3.62,-1.63
2024-01-17,000564,2.07,2.15,3.86
2024-05-27,000564,2.05,2.05,0.0
2024-06-03,000564,2.0,2.13,6.5
2024-10-09,000564,1.98,1.89,-4.55
2024-10-29,000565,5.7,5.53,-2.98
2025-11-11,000566,6.25,6.13,-1.92
2025-06-30,000567,5.96,5.88,-1.34
2025-07-15,000567,6.23,6.24,0.16
2025-07-23,000567,7.04,7.6,7.95
2024-04-02,000568,193.5,190.5,-1.55
2024-12-17,000570,5.79,5.68,-1.9
2025-07-17,000570,6.1,6.03,-1.15
2025-11-27,000570,6.14,6.18,0.65
2025-03-10,000571,4.02,3.97,-1.24
2025-03-12,000571,3.99,3.99,0.0
2025-07-23,000571,4.98,5.0,0.4
2026-02-26,000571,7.7,7.75,0.65
2025-07-02,000572,4.61,4.62,0.22
2025-07-22,000572,4.87,4.47,-8.21
2024-12-11,000576,8.98,9.45,5.23
2025-07-25,000576,10.98,11.55,5.19
2025-08-08,000576,12.67,12.7,0.24
2025-08-15,000576,11.44,11.4,-0.35
2024-11-08,000584,3.26,3.48,6.75
2025-07-02,000586,11.15,11.06,-0.81
2025-07-18,000586,11.6,11.63,0.26
2025-11-04,000586,14.47,14.34,-0.9
2025-11-11,000586,15.96,12.99,-18.61
2025-10-29,000589,4.92,4.96,0.81
2025-05-22,000590,9.94,9.7,-2.41
2026-03-10,000591,6.6,6.65,0.76
2024-10-09,000593,5.54,5.35,-3.43
2025-06-27,000593,6.06,6.04,-0.33
2025-07-04,000593,6.2,6.23,0.48
2025-08-13,000593,6.69,6.5,-2.84
2024-09-11,000595,4.9,4.9,0.0
2025-11-14,000595,5.9,6.1,3.39
2026-01-12,000595,6.46,6.75,4.49
2026-01-15,000595,6.62,6.54,-1.21
2024-04-02,000596,269.45,265.0,-1.65
2025-08-21,000596,164.1,164.8,0.43
2024-05-08,000598,7.46,7.43,-0.4
2025-05-14,000598,7.26,7.24,-0.28
2025-06-05,000598,7.52,7.51,-0.13
2026-01-23,000598,7.4,7.36,-0.54
2025-10-23,000599,5.93,6.65,12.14
2025-10-24,000600,9.74,9.7,-0.41
2025-03-03,000601,4.49,4.41,-1.78
2025-03-17,000603,15.35,15.8,2.93
2025-10-15,000603,27.37,27.0,-1.35
2025-12-11,000603,31.66,29.71,-6.16
2026-01-08,000603,34.05,37.68,10.66
2024-11-29,000607,4.28,4.25,-0.7
2024-12-09,000607,4.56,4.46,-2.19
2024-12-12,000607,4.68,4.91,4.91
2026-01-20,000608,3.43,3.35,-2.33
2025-06-03,000609,3.42,3.22,-5.85
2025-09-04,000609,4.44,4.44,0.0
2025-09-11,000609,4.85,4.85,0.0
2025-09-05,000610,14.14,13.9,-1.7
2024-10-30,000612,7.37,7.4,0.41
2024-11-04,000612,7.81,8.09,3.59
2025-07-23,000612,8.91,8.86,-0.56
2025-08-14,000612,9.05,9.08,0.33
2026-01-08,000612,11.98,12.44,3.84
2026-01-21,000612,13.53,14.09,4.14
2026-01-27,000612,14.86,15.2,2.29
2024-01-15,000619,7.48,7.23,-3.34
2024-10-30,000619,5.53,5.61,1.45
2024-01-12,000620,1.89,1.88,-0.53
2024-11-12,000623,19.54,19.18,-1.84
2025-07-25,000623,19.3,19.45,0.78
2025-07-29,000623,19.56,19.15,-2.1
2025-08-26,000623,20.7,20.0,-3.38
2024-03-22,000625,18.17,17.54,-3.47
2025-07-29,000625,13.4,13.2,-1.49
2025-07-03,000626,6.82,6.8,-0.29
